module,layer,param_count,kurtosis
mlp.down_proj,6,45088768,3.6766909225129805
mlp.up_proj,6,45088768,3.1103515391488963
self_attn.q_proj,7,16777216,4.7117156949789765
self_attn.k_proj,7,16777216,4.368184768466018
self_attn.v_proj,7,16777216,3.35458205981544
self_attn.o_proj,7,16777216,5.347610561393708
mlp.gate_proj,7,45088768,3.3854765386900025
mlp.down_proj,7,45088768,3.6398775576866766
mlp.up_proj,7,45088768,3.0859186463660886
self_attn.q_proj,8,16777216,4.825607138911687
self_attn.k_proj,8,16777216,4.302162251441214
self_attn.v_proj,8,16777216,3.224550114501631
self_attn.o_proj,8,16777216,6.007940412405506
mlp.gate_proj,8,45088768,3.3917166195373265
mlp.down_proj,8,45088768,3.6487149038625772
mlp.up_proj,8,45088768,3.143100821324133
self_attn.q_proj,9,16777216,4.141120940492358
self_attn.k_proj,9,16777216,4.097917798059499
self_attn.v_proj,9,16777216,3.254566641438937
self_attn.o_proj,9,16777216,4.903297282365117
mlp.gate_proj,9,45088768,3.4635676641917645
mlp.down_proj,9,45088768,3.6072720146683652
mlp.up_proj,9,45088768,3.1384390669911246
self_attn.q_proj,10,16777216,4.133870396866107
self_attn.k_proj,10,16777216,4.262353252802395
self_attn.v_proj,10,16777216,3.221364068191206
self_attn.o_proj,10,16777216,4.063452398003821
mlp.gate_proj,10,45088768,3.659082896762817
mlp.down_proj,10,45088768,3.6335260007037236
mlp.up_proj,10,45088768,3.094164330042007
self_attn.q_proj,11,16777216,5.116813149153919
self_attn.k_proj,11,16777216,4.630848587525195
self_attn.v_proj,11,16777216,3.3207023327508245
self_attn.o_proj,11,16777216,6.1512512579371075
mlp.gate_proj,11,45088768,3.5786700386051513
mlp.down_proj,11,45088768,3.5530041249449695
mlp.up_proj,11,45088768,3.1151256150814888
self_attn.q_proj,12,16777216,4.227513682256377
self_attn.k_proj,12,16777216,4.210345039001077
self_attn.v_proj,12,16777216,3.2917196179921357
self_attn.o_proj,12,16777216,4.434055632045808
mlp.gate_proj,12,45088768,3.5231071621054237
mlp.down_proj,12,45088768,3.291699935375262
mlp.up_proj,12,45088768,3.0757519740562933
self_attn.q_proj,13,16777216,4.246715043246877
self_attn.k_proj,13,16777216,4.160297130333501
self_attn.v_proj,13,16777216,3.240945054885195
self_attn.o_proj,13,16777216,4.47524457880676
mlp.gate_proj,13,45088768,3.492987813719813
mlp.down_proj,13,45088768,3.647359138499682
mlp.up_proj,13,45088768,3.0997099821864476
self_attn.q_proj,14,16777216,4.172159714823189
self_attn.k_proj,14,16777216,4.20591811396014
self_attn.v_proj,14,16777216,3.2207892668840437
self_attn.o_proj,14,16777216,4.3913518343431885
mlp.gate_proj,14,45088768,3.5157555990507983
mlp.down_proj,14,45088768,3.240919165543396
mlp.up_proj,14,45088768,3.088386720975056
self_attn.q_proj,15,16777216,4.180196395053585
self_attn.k_proj,15,16777216,4.031791099881734
self_attn.v_proj,15,16777216,3.1698077407619936
self_attn.o_proj,15,16777216,3.962050750665648
mlp.gate_proj,15,45088768,3.495786797250684
mlp.down_proj,15,45088768,3.5596160792985456
mlp.up_proj,15,45088768,3.1036080580162118
self_attn.q_proj,16,16777216,4.9387756507742715
self_attn.k_proj,16,16777216,4.181085379327221
self_attn.v_proj,16,16777216,3.1732431739777383
self_attn.o_proj,16,16777216,3.9618297565651868
mlp.gate_proj,16,45088768,3.4721134762605304
mlp.down_proj,16,45088768,3.307626413448843
mlp.up_proj,16,45088768,3.0796057455877506
self_attn.q_proj,17,16777216,4.41058356494222
self_attn.k_proj,17,16777216,4.011172975365525
self_attn.v_proj,17,16777216,3.1317380318450874
self_attn.o_proj,17,16777216,4.40230065747996
mlp.gate_proj,17,45088768,3.379672209074253
mlp.down_proj,17,45088768,3.4676421560877833
mlp.up_proj,17,45088768,3.0539835798489796
self_attn.q_proj,18,16777216,4.331741585407725
self_attn.k_proj,18,16777216,3.852686131364871
self_attn.v_proj,18,16777216,3.1396861815281687
self_attn.o_proj,18,16777216,4.205083278063674
mlp.gate_proj,18,45088768,3.363501779614211
mlp.down_proj,18,45088768,3.4708772288943393
mlp.up_proj,18,45088768,3.0475381520216764
self_attn.q_proj,19,16777216,4.501974087132231
self_attn.k_proj,19,16777216,3.9534432721176604
self_attn.v_proj,19,16777216,3.1479206835009523
self_attn.o_proj,19,16777216,4.21699893959325
mlp.gate_proj,19,45088768,3.3059414349857956
mlp.down_proj,19,45088768,3.3501680690597713
mlp.up_proj,19,45088768,3.0769263170951198
self_attn.q_proj,20,16777216,5.089448547787887
self_attn.k_proj,20,16777216,4.017856732818786
self_attn.v_proj,20,16777216,3.077329271332318
self_attn.o_proj,20,16777216,6.20978041938933
mlp.gate_proj,20,45088768,3.24058842202935
mlp.down_proj,20,45088768,3.5542677087714925
mlp.up_proj,20,45088768,3.037644738477705
self_attn.q_proj,21,16777216,5.023500600377066
self_attn.k_proj,21,16777216,4.043552781047404
self_attn.v_proj,21,16777216,3.0914145141503155
self_attn.o_proj,21,16777216,4.176771420961363
mlp.gate_proj,21,45088768,3.2252613589641217
mlp.down_proj,21,45088768,3.2126358273768942
mlp.up_proj,21,45088768,3.0317359434824303
self_attn.q_proj,22,16777216,4.650421015682584
self_attn.k_proj,22,16777216,3.8562861685873253
self_attn.v_proj,22,16777216,3.1028997163538112
self_attn.o_proj,22,16777216,12.72973753381282
mlp.gate_proj,22,45088768,3.1997543042302996
mlp.down_proj,22,45088768,3.045221148790187
mlp.up_proj,22,45088768,3.026070663498454
self_attn.q_proj,23,16777216,4.622973048321524
self_attn.k_proj,23,16777216,3.751007505803854
self_attn.v_proj,23,16777216,3.1018698150322948
self_attn.o_proj,23,16777216,3.976658721156604
mlp.gate_proj,23,45088768,3.1522250758763932
mlp.down_proj,23,45088768,3.661347930223575
mlp.up_proj,23,45088768,3.029466900689184
self_attn.q_proj,24,16777216,4.810796636988315
self_attn.k_proj,24,16777216,4.161086490091737
self_attn.v_proj,24,16777216,3.08752802550685
self_attn.o_proj,24,16777216,6.397808422117449
mlp.gate_proj,24,45088768,3.159957907684576
mlp.down_proj,24,45088768,3.1393332037439903
mlp.up_proj,24,45088768,3.0209667213622073
self_attn.q_proj,25,16777216,4.259720660607395
self_attn.k_proj,25,16777216,3.828115065648799
self_attn.v_proj,25,16777216,3.0825314450000945
self_attn.o_proj,25,16777216,3.4139961077564593
mlp.gate_proj,25,45088768,3.2140774706633204
mlp.down_proj,25,45088768,3.2576513111327277
mlp.up_proj,25,45088768,3.02615172988415
self_attn.q_proj,26,16777216,4.746416094050959
self_attn.k_proj,26,16777216,3.950877539540366
self_attn.v_proj,26,16777216,3.174601908030728
self_attn.o_proj,26,16777216,5.404761630435047
mlp.gate_proj,26,45088768,3.258833850594769
mlp.down_proj,26,45088768,3.0934423947000096
mlp.up_proj,26,45088768,3.0306968402468804
self_attn.q_proj,27,16777216,4.456513964473084
self_attn.k_proj,27,16777216,3.5343563483836373
self_attn.v_proj,27,16777216,3.0942072739706443
self_attn.o_proj,27,16777216,3.855701436089548
mlp.gate_proj,27,45088768,3.3571662046824033
mlp.down_proj,27,45088768,3.149947949147703
mlp.up_proj,27,45088768,3.032937516667663
self_attn.q_proj,28,16777216,4.9206986159336
self_attn.k_proj,28,16777216,3.7013362450844207
self_attn.v_proj,28,16777216,3.15623756263924
self_attn.o_proj,28,16777216,3.815716480743954
mlp.gate_proj,28,45088768,3.412267812021293
mlp.down_proj,28,45088768,3.3256110936488867
mlp.up_proj,28,45088768,3.045774527398766
self_attn.q_proj,29,16777216,5.75206972772167
self_attn.k_proj,29,16777216,3.9551189681736383
self_attn.v_proj,29,16777216,3.113633082966048
self_attn.o_proj,29,16777216,4.135413539616198
mlp.gate_proj,29,45088768,3.605206129991087
mlp.down_proj,29,45088768,3.547261426279374
mlp.up_proj,29,45088768,3.3965450154438708
self_attn.q_proj,30,16777216,5.794882486073459
self_attn.k_proj,30,16777216,3.65192595962886
self_attn.v_proj,30,16777216,3.1510945883178296
self_attn.o_proj,30,16777216,3.989114407498837
mlp.gate_proj,30,45088768,8.489964918198787
mlp.down_proj,30,45088768,5.107840285620544
mlp.up_proj,30,45088768,9.524281481179829
self_attn.q_proj,31,16777216,4.2604406701808495
self_attn.k_proj,31,16777216,4.044775676830005
self_attn.v_proj,31,16777216,3.423163795614051
self_attn.o_proj,31,16777216,38.917877019289406
mlp.gate_proj,31,45088768,3.5969066369466294
mlp.down_proj,31,45088768,8.550558646527769
mlp.up_proj,31,45088768,3.714970630664952
