module,layer,param_count,kurtosis
self_attn.v_proj,11,8388608,11.112308182238634
self_attn.o_proj,11,67108864,3.1117830457099296
mlp.gate_proj,11,234881024,90.8949857257992
mlp.down_proj,11,234881024,3.063019991017979
mlp.up_proj,11,234881024,90.09881557668906
self_attn.q_proj,12,67108864,4.654632209401089
self_attn.k_proj,12,8388608,6.768848948834895
self_attn.v_proj,12,8388608,3.134953599249177
self_attn.o_proj,12,67108864,3.1950263977919664
mlp.gate_proj,12,234881024,3.455442706225709
mlp.down_proj,12,234881024,3.1220996391185625
mlp.up_proj,12,234881024,3.41490427342156
self_attn.q_proj,13,67108864,3.921981518844444
self_attn.k_proj,13,8388608,5.73077593166267
self_attn.v_proj,13,8388608,3.1558259054853184
self_attn.o_proj,13,67108864,3.209088296657055
mlp.gate_proj,13,234881024,3.26340141239501
mlp.down_proj,13,234881024,3.1174169514091696
mlp.up_proj,13,234881024,3.182833914362146
self_attn.q_proj,14,67108864,4.493911728019046
self_attn.k_proj,14,8388608,5.603381075339063
self_attn.v_proj,14,8388608,3.3681821467740556
self_attn.o_proj,14,67108864,3.1366976135822657
mlp.gate_proj,14,234881024,3.24841837827099
mlp.down_proj,14,234881024,3.1350513421324404
mlp.up_proj,14,234881024,3.1245283054662205
self_attn.q_proj,15,67108864,4.202784172149532
self_attn.k_proj,15,8388608,5.303467145281563
self_attn.v_proj,15,8388608,3.3026273414789435
self_attn.o_proj,15,67108864,3.094438221411981
mlp.gate_proj,15,234881024,3.2920384953785344
mlp.down_proj,15,234881024,3.144731145462784
mlp.up_proj,15,234881024,3.1136725779062746
self_attn.q_proj,16,67108864,4.127041513677288
self_attn.k_proj,16,8388608,4.4027329851517285
self_attn.v_proj,16,8388608,3.1021911892141
self_attn.o_proj,16,67108864,3.1486319735274955
mlp.gate_proj,16,234881024,3.651930324792214
mlp.down_proj,16,234881024,3.201778629319989
mlp.up_proj,16,234881024,3.130698984716068
self_attn.q_proj,17,67108864,3.9219029798622382
self_attn.k_proj,17,8388608,4.590671372379875
self_attn.v_proj,17,8388608,3.1846241749351685
self_attn.o_proj,17,67108864,3.165195106970997
mlp.gate_proj,17,234881024,3.2894933585832495
mlp.down_proj,17,234881024,3.2290879248460866
mlp.up_proj,17,234881024,3.0879444621515773
self_attn.q_proj,18,67108864,4.290286031152325
self_attn.k_proj,18,8388608,4.276753877997762
self_attn.v_proj,18,8388608,3.2636621659918172
self_attn.o_proj,18,67108864,3.126792161775731
mlp.gate_proj,18,234881024,3.2806371332708464
mlp.down_proj,18,234881024,3.6343741321062284
mlp.up_proj,18,234881024,3.078617792985047
self_attn.q_proj,19,67108864,4.333680489415027
self_attn.k_proj,19,8388608,4.312923523593489
self_attn.v_proj,19,8388608,3.343346934453593
self_attn.o_proj,19,67108864,3.1445077883279864
mlp.gate_proj,19,234881024,3.3251958588835886
mlp.down_proj,19,234881024,3.286983003187836
mlp.up_proj,19,234881024,3.058443864229761
self_attn.q_proj,20,67108864,3.6023438221862927
self_attn.k_proj,20,8388608,4.305761150060791
self_attn.v_proj,20,8388608,3.303898774945715
self_attn.o_proj,20,67108864,3.179063247417259
mlp.gate_proj,20,234881024,3.3034934581311526
mlp.down_proj,20,234881024,3.193835605356857
mlp.up_proj,20,234881024,3.0634256403657854
self_attn.q_proj,21,67108864,3.833524025878901
self_attn.k_proj,21,8388608,4.283864774362631
self_attn.v_proj,21,8388608,3.4179391228727534
self_attn.o_proj,21,67108864,3.2527775780334185
mlp.gate_proj,21,234881024,3.295837951674078
mlp.down_proj,21,234881024,3.7189961017716255
mlp.up_proj,21,234881024,3.0539597013693713
self_attn.q_proj,22,67108864,3.992485829720125
self_attn.k_proj,22,8388608,4.2401274149792165
self_attn.v_proj,22,8388608,3.276660802302844
self_attn.o_proj,22,67108864,3.4019412971533076
mlp.gate_proj,22,234881024,3.2881559146208823
mlp.down_proj,22,234881024,3.2575832089250785
mlp.up_proj,22,234881024,3.0809675905531013
self_attn.q_proj,23,67108864,3.7834554205574036
self_attn.k_proj,23,8388608,4.3626993857914895
self_attn.v_proj,23,8388608,3.3862458002334996
self_attn.o_proj,23,67108864,3.471488491687408
mlp.gate_proj,23,234881024,3.2490968555754813
mlp.down_proj,23,234881024,3.2110399954331075
mlp.up_proj,23,234881024,3.063835950784802
self_attn.q_proj,24,67108864,4.19494418979753
self_attn.k_proj,24,8388608,5.4925369681879035
self_attn.v_proj,24,8388608,3.405025286198556
self_attn.o_proj,24,67108864,4.404597607247822
mlp.gate_proj,24,234881024,3.3143801477577526
mlp.down_proj,24,234881024,3.476402186670993
mlp.up_proj,24,234881024,3.111574499777276
self_attn.q_proj,25,67108864,3.905361339628942
self_attn.k_proj,25,8388608,4.396242809412252
self_attn.v_proj,25,8388608,3.4801073221211665
self_attn.o_proj,25,67108864,4.346419880637028
mlp.gate_proj,25,234881024,3.2959757912710255
mlp.down_proj,25,234881024,3.582946617930683
mlp.up_proj,25,234881024,3.184299854260005
self_attn.q_proj,26,67108864,3.827512021367978
self_attn.k_proj,26,8388608,4.742099995628205
self_attn.v_proj,26,8388608,3.2743583002216603
self_attn.o_proj,26,67108864,3.7991034370737884
mlp.gate_proj,26,234881024,3.3295786660387647
mlp.down_proj,26,234881024,3.6742888947812924
mlp.up_proj,26,234881024,3.097896273559521
self_attn.q_proj,27,67108864,4.000722310123793
self_attn.k_proj,27,8388608,4.761179373465575
self_attn.v_proj,27,8388608,3.3805942543508567
self_attn.o_proj,27,67108864,3.9302469130836553
mlp.gate_proj,27,234881024,3.3290525422149178
mlp.down_proj,27,234881024,3.7291236574128996
mlp.up_proj,27,234881024,3.079679387144104
self_attn.q_proj,28,67108864,3.902287580872323
self_attn.k_proj,28,8388608,4.5608528245784274
self_attn.v_proj,28,8388608,3.739223336201326
self_attn.o_proj,28,67108864,7.24242637946067
mlp.gate_proj,28,234881024,3.8712063376828327
mlp.down_proj,28,234881024,3.7624383998724733
mlp.up_proj,28,234881024,3.076614660829312
self_attn.q_proj,29,67108864,3.9688353916017136
self_attn.k_proj,29,8388608,4.591889844946916
self_attn.v_proj,29,8388608,3.469078618129888
self_attn.o_proj,29,67108864,6.240643470112109
mlp.gate_proj,29,234881024,3.5654406909275527
mlp.down_proj,29,234881024,4.309764414846158
mlp.up_proj,29,234881024,3.0865097028227115
self_attn.q_proj,30,67108864,4.056995089736469
self_attn.k_proj,30,8388608,4.556484167103538
self_attn.v_proj,30,8388608,3.4272413888611424
self_attn.o_proj,30,67108864,3.96354451055712
mlp.gate_proj,30,234881024,3.4539773814036923
mlp.down_proj,30,234881024,4.588225623591116
mlp.up_proj,30,234881024,3.0906250142792953
self_attn.q_proj,31,67108864,4.185270022245394
self_attn.k_proj,31,8388608,4.687624633602759
self_attn.v_proj,31,8388608,3.4727076268711397
self_attn.o_proj,31,67108864,4.348714489183227
mlp.gate_proj,31,234881024,3.817640211361434
mlp.down_proj,31,234881024,3.335366609118617
mlp.up_proj,31,234881024,3.051595821169206
self_attn.q_proj,32,67108864,4.387007660043509
self_attn.k_proj,32,8388608,4.179708473434365
self_attn.v_proj,32,8388608,3.178540419936189
self_attn.o_proj,32,67108864,4.914118061236895
mlp.gate_proj,32,234881024,3.4238079623887097
mlp.down_proj,32,234881024,5.273825804418633
mlp.up_proj,32,234881024,3.0798650830344285
self_attn.q_proj,33,67108864,4.022721461531028
self_attn.k_proj,33,8388608,4.408855825740268
self_attn.v_proj,33,8388608,3.170997521692167
self_attn.o_proj,33,67108864,4.953800662765951
mlp.gate_proj,33,234881024,1709077.427270148
mlp.down_proj,33,234881024,4.052988965242056
mlp.up_proj,33,234881024,187748.3601954899
self_attn.q_proj,34,67108864,3.950555186643392
self_attn.k_proj,34,8388608,4.194768658417521
self_attn.v_proj,34,8388608,3.373397566556314
self_attn.o_proj,34,67108864,8.461143044426993
mlp.gate_proj,34,234881024,3.5646992436150136
mlp.down_proj,34,234881024,4.1950956436748355
mlp.up_proj,34,234881024,3.0744769333144277
self_attn.q_proj,35,67108864,4.2799173607864915
self_attn.k_proj,35,8388608,4.742608118838655
self_attn.v_proj,35,8388608,3.3094053936935097
self_attn.o_proj,35,67108864,13.490826093463431
mlp.gate_proj,35,234881024,3.541410837621408
mlp.down_proj,35,234881024,3.8364806950362302
mlp.up_proj,35,234881024,3.051901104742366
self_attn.q_proj,36,67108864,4.298105408048522
self_attn.k_proj,36,8388608,4.968571163775364
self_attn.v_proj,36,8388608,3.3535770164237726
self_attn.o_proj,36,67108864,3.8021700550970867
mlp.gate_proj,36,234881024,3.7106374972232437
mlp.down_proj,36,234881024,4.568099119113231
mlp.up_proj,36,234881024,3.056284167397647
self_attn.q_proj,37,67108864,3.8942040473468973
self_attn.k_proj,37,8388608,4.266784990165495
self_attn.v_proj,37,8388608,3.1941692267400326
self_attn.o_proj,37,67108864,8.401760689615529
mlp.gate_proj,37,234881024,3.4724631025690837
mlp.down_proj,37,234881024,3.961450262879031
mlp.up_proj,37,234881024,3.0788392989087625
self_attn.q_proj,38,67108864,4.598862785282816
self_attn.k_proj,38,8388608,4.734314479741277
self_attn.v_proj,38,8388608,3.1909430361447195
self_attn.o_proj,38,67108864,3.736047554500255
mlp.gate_proj,38,234881024,3.766540270435748
mlp.down_proj,38,234881024,3.865464336298293
mlp.up_proj,38,234881024,3.076181770653106
self_attn.q_proj,39,67108864,4.483846534083388
self_attn.k_proj,39,8388608,5.093267262151783
self_attn.v_proj,39,8388608,3.210445757926791
self_attn.o_proj,39,67108864,14.452447009013284
mlp.gate_proj,39,234881024,3.5009372454866106
mlp.down_proj,39,234881024,4.892350334132089
mlp.up_proj,39,234881024,3.05297996222971
self_attn.q_proj,40,67108864,4.622020522551382
self_attn.k_proj,40,8388608,4.498165230655478
self_attn.v_proj,40,8388608,3.122335529947702
self_attn.o_proj,40,67108864,3.8993528623696445
mlp.gate_proj,40,234881024,3.4732290329037
mlp.down_proj,40,234881024,3.883320989331787
mlp.up_proj,40,234881024,3.0684329438006115
self_attn.q_proj,41,67108864,4.244571736174325
self_attn.k_proj,41,8388608,4.635358166841929
self_attn.v_proj,41,8388608,3.1138257909092064
self_attn.o_proj,41,67108864,3.274012576878743
mlp.gate_proj,41,234881024,3.374611709234885
mlp.down_proj,41,234881024,4.488186967654265
mlp.up_proj,41,234881024,3.0309117779519803
self_attn.q_proj,42,67108864,4.726926148746448
self_attn.k_proj,42,8388608,6.010075160800793
self_attn.v_proj,42,8388608,3.0684547763307255
self_attn.o_proj,42,67108864,3.279936019958201
mlp.gate_proj,42,234881024,3.4450623262713465
mlp.down_proj,42,234881024,4.202059625630225
mlp.up_proj,42,234881024,3.05184351683434
self_attn.q_proj,43,67108864,4.125479699336057
self_attn.k_proj,43,8388608,5.369637968082942
self_attn.v_proj,43,8388608,3.4064244984327043
self_attn.o_proj,43,67108864,3.6058125061650426
mlp.gate_proj,43,234881024,3.5682210372555363
mlp.down_proj,43,234881024,3.2460352594265953
mlp.up_proj,43,234881024,3.038703860082813
self_attn.q_proj,44,67108864,4.176082221707317
self_attn.k_proj,44,8388608,4.363785175387674
self_attn.v_proj,44,8388608,3.0770005553092883
self_attn.o_proj,44,67108864,3.297724171807459
mlp.gate_proj,44,234881024,3.5897218527986863
mlp.down_proj,44,234881024,3.4194285596203797
mlp.up_proj,44,234881024,3.047096795584518
self_attn.q_proj,45,67108864,4.432655005186118
self_attn.k_proj,45,8388608,5.078206241519742
self_attn.v_proj,45,8388608,3.0677416622398845
self_attn.o_proj,45,67108864,3.2831425178044626
mlp.gate_proj,45,234881024,3.649682851293374
mlp.down_proj,45,234881024,4.7543099382219705
mlp.up_proj,45,234881024,3.0674277406832613
self_attn.q_proj,46,67108864,5.99656653988929
self_attn.k_proj,46,8388608,31.058143058069565
self_attn.v_proj,46,8388608,3.0408918772260134
self_attn.o_proj,46,67108864,3.0415489026581675
mlp.gate_proj,46,234881024,3.5893660109123195
mlp.down_proj,46,234881024,3.05018937370663
mlp.up_proj,46,234881024,3.0364695516089975
self_attn.q_proj,47,67108864,4.905736579202569
self_attn.k_proj,47,8388608,6.539744947472659
self_attn.v_proj,47,8388608,3.2770110697392623
self_attn.o_proj,47,67108864,3.137199309593585
mlp.gate_proj,47,234881024,3.4913316993096557
mlp.down_proj,47,234881024,3.8823738651574917
mlp.up_proj,47,234881024,3.0240264114017097
self_attn.q_proj,48,67108864,4.46026281260636
self_attn.k_proj,48,8388608,5.787822270549902
self_attn.v_proj,48,8388608,3.286362977188494
self_attn.o_proj,48,67108864,3.3029833193139453
mlp.gate_proj,48,234881024,3.4690269877178457
mlp.down_proj,48,234881024,3.6783860196094733
mlp.up_proj,48,234881024,3.073570245953952
self_attn.q_proj,49,67108864,4.524349055252506
self_attn.k_proj,49,8388608,6.3695274938647435
self_attn.v_proj,49,8388608,3.070153932347442
self_attn.o_proj,49,67108864,3.2548583831411495
mlp.gate_proj,49,234881024,3.656322733803583
mlp.down_proj,49,234881024,4.717758912511075
mlp.up_proj,49,234881024,3.0496516247916743
self_attn.q_proj,50,67108864,5.070338999644826
self_attn.k_proj,50,8388608,10.19492547000164
self_attn.v_proj,50,8388608,3.138502590021607
self_attn.o_proj,50,67108864,3.06424334578906
mlp.gate_proj,50,234881024,3.646602235980731
mlp.down_proj,50,234881024,3.047180645244621
mlp.up_proj,50,234881024,3.0367408822667423
self_attn.q_proj,51,67108864,4.343256312325087
self_attn.k_proj,51,8388608,6.295231834932254
self_attn.v_proj,51,8388608,3.193476408501602
self_attn.o_proj,51,67108864,3.1558681069681698
mlp.gate_proj,51,234881024,3.746455252203498
mlp.down_proj,51,234881024,3.4817187511320946
mlp.up_proj,51,234881024,3.067487548857431
self_attn.q_proj,52,67108864,4.498443647568412
self_attn.k_proj,52,8388608,4.938394036084573
self_attn.v_proj,52,8388608,3.1660326437522897
self_attn.o_proj,52,67108864,3.5510439570758194
mlp.gate_proj,52,234881024,3.747397272723642
mlp.down_proj,52,234881024,3.9160843911905205
mlp.up_proj,52,234881024,3.0648548432717035
self_attn.q_proj,53,67108864,4.393817959076866
self_attn.k_proj,53,8388608,6.62766077092751
self_attn.v_proj,53,8388608,3.0539048230361434
self_attn.o_proj,53,67108864,3.096761749260707
mlp.gate_proj,53,234881024,3.66567034364309
mlp.down_proj,53,234881024,4.518880757840602
mlp.up_proj,53,234881024,3.027552535681796
self_attn.q_proj,54,67108864,5.400473073114253
self_attn.k_proj,54,8388608,11.060153767457736
self_attn.v_proj,54,8388608,3.07829409594642
self_attn.o_proj,54,67108864,3.4115773929746798
mlp.gate_proj,54,234881024,3.52124370212324
mlp.down_proj,54,234881024,3.575758768321153
mlp.up_proj,54,234881024,3.0325189403721526
self_attn.q_proj,55,67108864,4.994680191668898
self_attn.k_proj,55,8388608,7.3837185959020735
self_attn.v_proj,55,8388608,3.086709558248576
self_attn.o_proj,55,67108864,90.53231647202891
mlp.gate_proj,55,234881024,3.4273110260425197
mlp.down_proj,55,234881024,3.961558537643844
mlp.up_proj,55,234881024,3.0890577011062823
self_attn.q_proj,56,67108864,4.324196410109104
self_attn.k_proj,56,8388608,4.706665437163564
self_attn.v_proj,56,8388608,3.050993345764472
self_attn.o_proj,56,67108864,3.0504901058852294
mlp.gate_proj,56,234881024,3.5275215216868103
mlp.down_proj,56,234881024,3.955941864143964
mlp.up_proj,56,234881024,3.019893513845698
self_attn.q_proj,57,67108864,4.307683360664238
self_attn.k_proj,57,8388608,5.560412734044873
self_attn.v_proj,57,8388608,3.0987851304174736
self_attn.o_proj,57,67108864,3.1697988530826398
mlp.gate_proj,57,234881024,3.470637731829874
mlp.down_proj,57,234881024,3.1128679811855187
mlp.up_proj,57,234881024,3.021086697598766
self_attn.q_proj,58,67108864,4.7894476880776296
self_attn.k_proj,58,8388608,9.437933048072432
self_attn.v_proj,58,8388608,3.2306052509485883
self_attn.o_proj,58,67108864,3.2156058516704014
mlp.gate_proj,58,234881024,3.416402664948724
mlp.down_proj,58,234881024,3.1383673234855394
mlp.up_proj,58,234881024,3.0185079241503905
self_attn.q_proj,59,67108864,4.715433296382645
self_attn.k_proj,59,8388608,9.393806371068832
self_attn.v_proj,59,8388608,3.095290937847528
self_attn.o_proj,59,67108864,3.084638447270029
mlp.gate_proj,59,234881024,3.6690508888540765
mlp.down_proj,59,234881024,4.874151687295695
mlp.up_proj,59,234881024,3.0390412649343186
self_attn.q_proj,60,67108864,4.211894416395964
self_attn.k_proj,60,8388608,4.65510899862313
self_attn.v_proj,60,8388608,3.111446340840253
self_attn.o_proj,60,67108864,3.18285063196728
mlp.gate_proj,60,234881024,3.6324542808580946
mlp.down_proj,60,234881024,4.531685923069815
mlp.up_proj,60,234881024,3.0298242714603276
self_attn.q_proj,61,67108864,4.6911353199058405
self_attn.k_proj,61,8388608,8.890719778371801
self_attn.v_proj,61,8388608,3.391452955548722
self_attn.o_proj,61,67108864,3.0654822825819186
mlp.gate_proj,61,234881024,3.602893710174133
mlp.down_proj,61,234881024,3.2612659050441506
mlp.up_proj,61,234881024,3.0291412673325193
self_attn.q_proj,62,67108864,4.549192298517021
self_attn.k_proj,62,8388608,39.9753454512312
self_attn.v_proj,62,8388608,3.034675355787572
self_attn.o_proj,62,67108864,3.6423645746340827
mlp.gate_proj,62,234881024,3.603287074188739
mlp.down_proj,62,234881024,3.5266177990751117
mlp.up_proj,62,234881024,3.0249922044627953
self_attn.q_proj,63,67108864,4.724229588349163
self_attn.k_proj,63,8388608,12.077296250277273
self_attn.v_proj,63,8388608,3.05817433799786
self_attn.o_proj,63,67108864,3.2556174768015476
mlp.gate_proj,63,234881024,3.82723181952847
mlp.down_proj,63,234881024,3.399928234775146
mlp.up_proj,63,234881024,3.030111089719925
self_attn.q_proj,64,67108864,4.210742167110019
self_attn.k_proj,64,8388608,5.29448965985361
self_attn.v_proj,64,8388608,3.2604123463846566
self_attn.o_proj,64,67108864,3.304177628388613
mlp.gate_proj,64,234881024,3.974164664573265
mlp.down_proj,64,234881024,3.6201428240974267
mlp.up_proj,64,234881024,3.0313052726711063
self_attn.q_proj,65,67108864,8.607857134028613
self_attn.k_proj,65,8388608,34.1169055496606
self_attn.v_proj,65,8388608,3.143150059496031
self_attn.o_proj,65,67108864,55.59685397426782
mlp.gate_proj,65,234881024,4.08091896544732
mlp.down_proj,65,234881024,3.121620660082446
mlp.up_proj,65,234881024,3.0258424681636478
self_attn.q_proj,66,67108864,4.600143362206491
self_attn.k_proj,66,8388608,8.127798110760418
self_attn.v_proj,66,8388608,3.1610484219042885
self_attn.o_proj,66,67108864,4.860538825374716
mlp.gate_proj,66,234881024,3.821214756225454
mlp.down_proj,66,234881024,3.5875013346109856
mlp.up_proj,66,234881024,3.049574210117053
self_attn.q_proj,67,67108864,3.983329944567504
self_attn.k_proj,67,8388608,5.0761267719431835
self_attn.v_proj,67,8388608,3.121141492325547
self_attn.o_proj,67,67108864,3.25909461616682
mlp.gate_proj,67,234881024,3.8222401068275937
mlp.down_proj,67,234881024,3.045947451910267
mlp.up_proj,67,234881024,3.0565406179976864
self_attn.q_proj,68,67108864,3.8775783174454426
self_attn.k_proj,68,8388608,4.796456531308156
self_attn.v_proj,68,8388608,3.169145217899688
self_attn.o_proj,68,67108864,3.217944117904559
mlp.gate_proj,68,234881024,4.064794241629476
mlp.down_proj,68,234881024,3.7151417873688874
mlp.up_proj,68,234881024,3.051466449237794
self_attn.q_proj,69,67108864,4.074999092781845
self_attn.k_proj,69,8388608,5.127720120462794
self_attn.v_proj,69,8388608,3.1494028993327174
self_attn.o_proj,69,67108864,3.301148152077264
mlp.gate_proj,69,234881024,3.9610090897671877
mlp.down_proj,69,234881024,3.04624678957998
mlp.up_proj,69,234881024,3.052386517879511
self_attn.q_proj,70,67108864,3.91244528428478
self_attn.k_proj,70,8388608,4.5118943795740885
self_attn.v_proj,70,8388608,3.1786881385379093
self_attn.o_proj,70,67108864,6.147876204047078
mlp.gate_proj,70,234881024,3.8265790067693755
mlp.down_proj,70,234881024,3.4396640282834654
mlp.up_proj,70,234881024,3.092815359682455
self_attn.q_proj,71,67108864,3.829866648667652
self_attn.k_proj,71,8388608,4.027548962050551
self_attn.v_proj,71,8388608,3.140610291024372
self_attn.o_proj,71,67108864,3.5074519103252393
mlp.gate_proj,71,234881024,3.7711421572107255
mlp.down_proj,71,234881024,3.3155966944159667
mlp.up_proj,71,234881024,3.061763057397585
self_attn.q_proj,72,67108864,3.719855955091989
self_attn.k_proj,72,8388608,4.06502380658356
self_attn.v_proj,72,8388608,3.1855552482569744
self_attn.o_proj,72,67108864,19.952586074634674
mlp.gate_proj,72,234881024,3.942518592095566
mlp.down_proj,72,234881024,3.7487232277977727
mlp.up_proj,72,234881024,3.047633679976642
self_attn.q_proj,73,67108864,3.938507796120421
self_attn.k_proj,73,8388608,4.179817568349999
self_attn.v_proj,73,8388608,3.3628651133660714
self_attn.o_proj,73,67108864,8.17662953296392
mlp.gate_proj,73,234881024,3.9621509706727105
mlp.down_proj,73,234881024,3.755906408039283
mlp.up_proj,73,234881024,3.228858993772048
self_attn.q_proj,74,67108864,3.9921439830289445
self_attn.k_proj,74,8388608,4.141923696641275
self_attn.v_proj,74,8388608,3.590678549435015
self_attn.o_proj,74,67108864,8.769365482236061
mlp.gate_proj,74,234881024,3.818930983219163
mlp.down_proj,74,234881024,3.697890443418807
mlp.up_proj,74,234881024,3.0629015923001126
self_attn.q_proj,75,67108864,3.986977966197573
self_attn.k_proj,75,8388608,4.123669340903573
self_attn.v_proj,75,8388608,3.2146650360681344
self_attn.o_proj,75,67108864,3.810305394636643
mlp.gate_proj,75,234881024,3.964281372296313
mlp.down_proj,75,234881024,4.247000472256862
mlp.up_proj,75,234881024,3.08758109753974
self_attn.q_proj,76,67108864,4.050899599179429
self_attn.k_proj,76,8388608,4.0306338419286964
self_attn.v_proj,76,8388608,3.310504680339803
self_attn.o_proj,76,67108864,5.739300027579159
mlp.gate_proj,76,234881024,4.746034199738044
mlp.down_proj,76,234881024,3.5501438271527164
mlp.up_proj,76,234881024,3.2709687186476244
self_attn.q_proj,77,67108864,3.9874622122309176
self_attn.k_proj,77,8388608,4.031801527311769
self_attn.v_proj,77,8388608,3.457236004057245
self_attn.o_proj,77,67108864,3.571794947537351
mlp.gate_proj,77,234881024,3.8937679813950767
mlp.down_proj,77,234881024,3.459139629811048
mlp.up_proj,77,234881024,3.2758882964046974
self_attn.q_proj,78,67108864,3.8334683779046177
self_attn.k_proj,78,8388608,4.014139527279989
self_attn.v_proj,78,8388608,3.397777071587226
self_attn.o_proj,78,67108864,3.4207603555992474
mlp.gate_proj,78,234881024,4.167646287901939
mlp.down_proj,78,234881024,3.8754421655805174
mlp.up_proj,78,234881024,3.617700435066121
self_attn.q_proj,79,67108864,4.275777252444301
self_attn.k_proj,79,8388608,5.0387224964198225
self_attn.v_proj,79,8388608,3.669491235550119
self_attn.o_proj,79,67108864,6.140289634775126
mlp.gate_proj,79,234881024,3.7830182224968967
mlp.down_proj,79,234881024,4.411826982786458
mlp.up_proj,79,234881024,3.551016961161939
