module,layer,param_count,kurtosis
mlp.gate_proj,11,58720256,3.9691322930659307
mlp.down_proj,11,58720256,3.93018466676117
mlp.up_proj,11,58720256,3.431293501946332
self_attn.q_proj,12,16777216,5.812020104416476
self_attn.k_proj,12,4194304,5.996968360094484
self_attn.v_proj,12,4194304,3.475396999006639
self_attn.o_proj,12,16777216,3.953616260693548
mlp.gate_proj,12,58720256,3.889852553385862
mlp.down_proj,12,58720256,3.981337453439595
mlp.up_proj,12,58720256,3.3095079463372357
self_attn.q_proj,13,16777216,3.970451098063313
self_attn.k_proj,13,4194304,4.525413577625811
self_attn.v_proj,13,4194304,3.3434455055859127
self_attn.o_proj,13,16777216,3.729239537538608
mlp.gate_proj,13,58720256,3.804264132874413
mlp.down_proj,13,58720256,3.757553704003033
mlp.up_proj,13,58720256,3.353261828432498
self_attn.q_proj,14,16777216,4.725925950968306
self_attn.k_proj,14,4194304,5.2898149911833565
self_attn.v_proj,14,4194304,3.8068967261016975
self_attn.o_proj,14,16777216,3.9087033981669164
mlp.gate_proj,14,58720256,4.380295790290444
mlp.down_proj,14,58720256,5.33515392318582
mlp.up_proj,14,58720256,3.3916770467263624
self_attn.q_proj,15,16777216,5.4236265828868655
self_attn.k_proj,15,4194304,6.318360165493945
self_attn.v_proj,15,4194304,3.45949692634637
self_attn.o_proj,15,16777216,3.5106811328238794
mlp.gate_proj,15,58720256,4.46589628190928
mlp.down_proj,15,58720256,3.7827117206447993
mlp.up_proj,15,58720256,3.2658295763662157
self_attn.q_proj,16,16777216,4.190674288983912
self_attn.k_proj,16,4194304,4.850896119465776
self_attn.v_proj,16,4194304,3.350058695126207
self_attn.o_proj,16,16777216,5.037098198802513
mlp.gate_proj,16,58720256,4.629009051235029
mlp.down_proj,16,58720256,3.772777737127814
mlp.up_proj,16,58720256,3.288646760222826
self_attn.q_proj,17,16777216,4.127390327215259
self_attn.k_proj,17,4194304,4.609981303767143
self_attn.v_proj,17,4194304,3.5698898452068053
self_attn.o_proj,17,16777216,4.132327502527257
mlp.gate_proj,17,58720256,4.3842945428817615
mlp.down_proj,17,58720256,3.710237566987906
mlp.up_proj,17,58720256,3.418545829183981
self_attn.q_proj,18,16777216,5.014363779733479
self_attn.k_proj,18,4194304,5.135466741338119
self_attn.v_proj,18,4194304,3.5523022015748507
self_attn.o_proj,18,16777216,4.497196521770899
mlp.gate_proj,18,58720256,4.080996913699577
mlp.down_proj,18,58720256,3.80944331912374
mlp.up_proj,18,58720256,3.295935054119426
self_attn.q_proj,19,16777216,3.9243888134385934
self_attn.k_proj,19,4194304,5.228034930265339
self_attn.v_proj,19,4194304,3.395882522382695
self_attn.o_proj,19,16777216,4.7825991341801934
mlp.gate_proj,19,58720256,3.8641538760194427
mlp.down_proj,19,58720256,4.388008896722242
mlp.up_proj,19,58720256,3.2739660011781786
self_attn.q_proj,20,16777216,4.202794177115714
self_attn.k_proj,20,4194304,4.781963571190247
self_attn.v_proj,20,4194304,3.4064181401644564
self_attn.o_proj,20,16777216,3.892511953366737
mlp.gate_proj,20,58720256,3.589645680695326
mlp.down_proj,20,58720256,3.610683254828349
mlp.up_proj,20,58720256,3.188388027731601
self_attn.q_proj,21,16777216,3.8414908458362187
self_attn.k_proj,21,4194304,4.623803245725223
self_attn.v_proj,21,4194304,3.3354089818914803
self_attn.o_proj,21,16777216,3.697911689259188
mlp.gate_proj,21,58720256,3.435389048772403
mlp.down_proj,21,58720256,3.7469601601057922
mlp.up_proj,21,58720256,3.136036153308386
self_attn.q_proj,22,16777216,3.803641990506112
self_attn.k_proj,22,4194304,4.6249222005318735
self_attn.v_proj,22,4194304,3.2267355962758204
self_attn.o_proj,22,16777216,3.6973209171674437
mlp.gate_proj,22,58720256,3.355598476760606
mlp.down_proj,22,58720256,3.4441818203540002
mlp.up_proj,22,58720256,3.105396859848281
self_attn.q_proj,23,16777216,3.675871811841553
self_attn.k_proj,23,4194304,4.384261778221278
self_attn.v_proj,23,4194304,3.2893450334994423
self_attn.o_proj,23,16777216,3.919391587027105
mlp.gate_proj,23,58720256,3.327770818728332
mlp.down_proj,23,58720256,3.418971574528143
mlp.up_proj,23,58720256,3.1032117047512218
self_attn.q_proj,24,16777216,3.780481324903357
self_attn.k_proj,24,4194304,4.428028106253863
self_attn.v_proj,24,4194304,3.194827020122189
self_attn.o_proj,24,16777216,3.3858916444710165
mlp.gate_proj,24,58720256,3.276686717358284
mlp.down_proj,24,58720256,3.634553753362112
mlp.up_proj,24,58720256,3.171395002503821
self_attn.q_proj,25,16777216,3.7762605172519748
self_attn.k_proj,25,4194304,4.422413178568468
self_attn.v_proj,25,4194304,3.2829051239415348
self_attn.o_proj,25,16777216,3.6938734655960284
mlp.gate_proj,25,58720256,3.326865940929996
mlp.down_proj,25,58720256,3.257935991706683
mlp.up_proj,25,58720256,3.099798073883842
self_attn.q_proj,26,16777216,3.7865802348312863
self_attn.k_proj,26,4194304,4.650732505606878
self_attn.v_proj,26,4194304,3.3119866865698815
self_attn.o_proj,26,16777216,3.2181015371129145
mlp.gate_proj,26,58720256,3.2981586538497916
mlp.down_proj,26,58720256,3.555098249599667
mlp.up_proj,26,58720256,3.1281239438504946
self_attn.q_proj,27,16777216,3.686869796177915
self_attn.k_proj,27,4194304,4.285555376185663
self_attn.v_proj,27,4194304,3.2078787280798933
self_attn.o_proj,27,16777216,4.131692891942931
mlp.gate_proj,27,58720256,3.4092379039074054
mlp.down_proj,27,58720256,3.3630155578332794
mlp.up_proj,27,58720256,3.1344947969590486
self_attn.q_proj,28,16777216,4.017032677725968
self_attn.k_proj,28,4194304,5.370324622412694
self_attn.v_proj,28,4194304,3.827258127186466
self_attn.o_proj,28,16777216,3.364390436831042
mlp.gate_proj,28,58720256,3.3968383459630993
mlp.down_proj,28,58720256,3.6362066892761105
mlp.up_proj,28,58720256,3.1597216570106452
self_attn.q_proj,29,16777216,4.228814863585314
self_attn.k_proj,29,4194304,5.4703920704327516
self_attn.v_proj,29,4194304,3.8404078722991195
self_attn.o_proj,29,16777216,3.742304360279831
mlp.gate_proj,29,58720256,3.4101824243225765
mlp.down_proj,29,58720256,3.363471975124289
mlp.up_proj,29,58720256,3.612222910754434
self_attn.q_proj,30,16777216,4.243461395208247
self_attn.k_proj,30,4194304,5.410600557378085
self_attn.v_proj,30,4194304,4.158051845594555
self_attn.o_proj,30,16777216,4.394985673004208
mlp.gate_proj,30,58720256,4.144386546993606
mlp.down_proj,30,58720256,5.818492316592101
mlp.up_proj,30,58720256,3.5630530199057135
self_attn.q_proj,31,16777216,4.140692966383174
self_attn.k_proj,31,4194304,5.782846387395266
self_attn.v_proj,31,4194304,4.100183326805308
self_attn.o_proj,31,16777216,62.117407530546046
mlp.gate_proj,31,58720256,3.5150252878856003
mlp.down_proj,31,58720256,7.974207532905209
mlp.up_proj,31,58720256,3.355771026158226
